key;en-us;zh-cn;cs-cz;de-de;fr-fr;pt-br;ja-jp;zh-tw;gl-es;pl-pl;ru-ru
We can not delete from database:;We can not delete from database:;无法删除数据：;Nemůžeme odstranit z databáze:;Löschen aus Datenbank nicht möglich:;Nous ne pouvons pas supprimer de la base de données :;Não podemos excluir do banco de dados:;データベースから削除できません:;無法刪除數據;Non podemos eliminar da base de datos:;Nie można usunąć z bazy:;Невозможно удалить из базы данных:
because:;because:;原因是:;protože:;weil:;parce que:;porque:;なぜなら：;原因是;porque:;ponieważ:;потому что:
Pause;Pause;暂停;Pauza;Pause;Pause;Pausa;一時停止;暫停;Pausa;Pauza;Пауза
Updating;Updating;正在更新;Aktualizace;Aktualisiere;Mise à jour;Atualizando;更新中;正在更新;Actualizando;Aktualizowanie;Обновление
Reconnecting;Reconnecting;正在重连;Opětovné připojení;Wiederverbinden;Reconnexion;Reconectando;再接続中;正在重連;Reconectando;Łączenie ponowne;Повторное подключение
Next update check;Next update check;下次更新检查;Další kontrola aktualizace;Nächste Update-Prüfung;Vérification de la prochaine mise à jour;Verificação da próxima atualização;次回のアップデートチェック;下次更新檢查;Próxima revisión de actualización;Następne sprawdzenie aktualizacji;Следующая проверка обновлений
Next auto reconnect;Next auto reconnect;下次自动重连;Další automatické opětovné připojení;Nächste automatische Wiederverbindung;Prochaine reconnexion automatique;Próxima reconexão automática;次回の自動再接続;下次自動重連;Próxima conexión automática;Następne ponowne łączenie;Следующее автоматическое переподключение
Pin;Pin;固定;Kolík;Anheften;Broche;Alfinete;ピン;固定;Pin;Przypinij;Прикрепить
Unpin;Unpin;取消固定;cloudová pláž;Loslösen;plage de nuages;praia nublada;雲浜;撤銷固定;praia de nubes;Odepnij;Открепить
This is your list of tags. Right click for a context menu to pin them on header.;This is your list of tags. Right click for a context menu to pin them on header.;这是您的标签列表。右键单击上下文菜单将其固定在标题上。;Toto je váš seznam značek. Kliknutím pravým tlačítkem zobrazíte kontextovou nabídku a připnete je do záhlaví.;Dies ist Ihre Tag-Liste. Rechsklicken um ein Kontextmenü aufzurufen, mit dem Sie sie in der Kopfzeile anheften können.;Ceci est votre liste de balises. Faites un clic droit pour un menu contextuel pour les épingler sur l'en-tête.;Esta é a sua lista de tags. Clique com o botão direito para obter um menu de contexto para fixá-los no cabeçalho.;これはタグのリストです。右クリックしてコンテキスト メニューを表示し、ヘッダーに固定します。;這是您的標籤列表。右鍵單擊上下文菜單將其固定在標題上。;Esta é a túa lista de etiquetas. Fai clic co botón dereito no menú contextual para fixalos na cabeceira.;To jest Twoja lista tagów. Kliknij prawym dla menu kontektowego aby je przypiąć do nagłówka.;Это ваш список тегов. Щелкните правой кнопкой мыши, чтобы открыть контекстное меню, чтобы закрепить их в заголовке.
Create desktop shortcut;Create desktop shortcut;创建桌面快捷方式;Vytvořit zástupce na ploše;Desktopverknüpfung erstellen;Créer un raccourci sur le bureau;Criar atalho na área de trabalho;デスクトップショートカットを作成します;創建桌面快捷方式;Crear atallo no escritorio;Utwórz skrót na pulpicie;Создать ярлык на рабочем столе
Success;Success;成功;Úspěch;Erfolgreich;Succès;Sucesso;成功;成功;Éxito;Powodzenie;Успешно
Failed;Failed;失败;Nepodařilo se;Fehlgeschlagen;Échoué;Fracassado;失敗した;失敗;Fallou;Przegrany;Неуспешно
Please complete the windows credentials verification;Please complete the windows credentials verification;请完成Windows凭据验证;Dokončete prosím ověření přihlašovacích údajů systému Windows;Schließen Sie bitte die Verifizierung der Windows-Anmeldedaten ab;Veuillez terminer la vérification des informations d'identification Windows;Conclua a verificação de credenciais do Windows;Windows 資格情報の検証を完了してください;請完成 Windows 憑據驗證;Completa a verificación das credenciais de Windows;Dokończ weryfikację poświadczeń systemu Windows;Пожалуйста, завершите проверку учетных данных Windows.
Enter your credentials;Enter your credentials;输入凭据;Zadejte své přihlašovací údaje;Geben Sie Ihre Anmeldedaten ein;Entrez vos identifiants;Insira suas credenciais;資格情報を入力してください;輸入您的憑據;Introduza as súas credenciais;Wprowadź swoje dane uwierzytelniające;Введите свои учетные данные
Before proceeding with sensitive operations, we need to make sure it is you.;Before proceeding with sensitive operations, we need to make sure it is you.;在进行敏感操作之前，我们需要确认是您本人。;Než přistoupíme k citlivým operacím, musíme se ujistit, že jste to vy.;Vor kritschen Eingriffen, müssen wir sicherstellen, dass Sie es sind.;Avant de procéder à des opérations sensibles, nous devons nous assurer qu’il s’agit bien de vous.;Antes de prosseguir com operações confidenciais, precisamos ter certeza de que é você.;機密性の高い操作を続行する前に、それがあなたであることを確認する必要があります。;在進行敏感操作之前，我們需要確保是您本人。;Antes de continuar coas operacións sensibles, debemos asegurarnos de que es ti.;Zanim przystąpimy do wrażliwych operacji, musimy się upewnić, że to Ty.;Прежде чем приступить к конфиденциальным операциям, нам необходимо убедиться, что это именно вы.
Verification failed. Please try again.;Verification failed. Please try again.;验证失败，请重试。;Ověření se nezdařilo. Prosím zkuste to znovu.;Verifizierung fehlgeschlagen. Bitte versuche es erneut.;Échec de la vérification. Veuillez réessayer.;Falha na verificação. Por favor, tente novamente.;検証に失敗しました。もう一度試してください。;驗證失敗。請再試一次。;Produciuse un erro na verificación. Por favor intentao de novo.;Weryfikacja nie powiodła się. Proszę spróbuj ponownie.;Проверка не удалась. Пожалуйста, попробуйте еще раз.
Security;Security;安全设置;Security;Sicherheit;Sécurité;Segurança;安全;安全;Seguridade;Bezpieczeństwo;Безопасность
Windows credentials verification is required to view passwords;Windows credentials verification is required to view passwords;查看密码前要求验证Windows凭据;K zobrazení hesel je vyžadováno ověření přihlašovacích údajů systému Windows;Zum Anzeigen von Passwörtern ist eine Überprüfung der Windows-Anmeldeinformationen erforderlich;La vérification des informations d'identification Windows est requise pour afficher les mots de passe;A verificação de credenciais do Windows é necessária para visualizar as senhas;パスワードを表示するには Windows 資格情報の検証が必要です;查看密碼需要 Windows 憑據驗證;É necesaria a verificación das credenciais de Windows para ver os contrasinais;Aby wyświetlić hasła, wymagana jest weryfikacja poświadczeń systemu Windows;Для просмотра паролей требуется проверка учетных данных Windows.
Not existed;Not existed;不存在;Not existed;Nicht verfügbar;Not existed;Not existed;Not existed;Not existed;Not existed;Not existed;Не существовало
Not a number;Not a number;不是数值;Ne číslo;Keine Zahl;Pas un numéro;Não é um número;数字ではありません;不是一個數字;Non un número;Nie liczba;Не число
Optional;Optional;可选的;Volitelný;optional;Facultatif;Opcional;オプション;選修的;Opcional;Opcjonalny;Необязательный
Nullable;Nullable;可为空;S možností nulování;NULL-Werttyp;Nullable;Anulável;Null可能;可空;Anulábel;Możliwość wartości null;Обнуляемый
Selections;Selections;备选项;Výběry;Auswahl;Sélections;Seleções;選択範囲;選集;Seleccións;Wybory;Выбор
Const value;Const value;固定值;Konstantní hodnota;Konstante;Valeur constante;Valor constante;定数値;常數值;Valor constante;Wartość stała;Константное значение
Description;Description;描述;Popis;Beschreibung;Description;Descrição;説明;描述;Descrición;Opis;Описание
Prefix;Prefix;前缀;Předpona;Präfix;Préfixe;Prefixo;プレフィックス;字首;Prefixo;Prefiks;Префикс
append blank after prefix;append blank after prefix;在前缀后添加空格;za předponu připojit prázdné místo;Leerzeichen dem Präfix anhängen;ajouter un espace vide après le préfixe;acrescentar espaço em branco após o prefixo;プレフィックスの後に空白を追加する;在前綴後面加上空格;engadir un espazo en branco despois do prefixo;dodaj puste miejsce po przedrostku;добавить пробел после префикса
append blank after value;append blank after value;在值后添加空格;za hodnotu připojit prázdné místo;Leerzeichen dem Wert anhängen;ajouter un espace vide après la valeur;acrescentar espaço em branco após o valor;値の後に空白を追加する;在值後面加入空白;engadir un espazo en branco despois do valor;dodaj puste miejsce po wartości;добавить пробел после значения
Do you want to replace the current parameter list with preset value?;Do you want to replace the current parameter list with preset value?;是否将当前参数列表替换为预设值？;Chcete nahradit aktuální seznam parametrů přednastavenou hodnotou?;Möchten Sie die aktuelle Parameterliste durch einen voreingestellten Wert ersetzen?;Voulez-vous remplacer la liste de paramètres actuelle par une valeur prédéfinie ?;Você deseja substituir a lista de parâmetros atual pelo valor predefinido?;現在のパラメータリストをプリセット値に置き換えますか?;是否要將目前參數清單替換為預設值？;Quere substituír a lista de parámetros actual co valor predefinido?;Czy chcesz zastąpić aktualną listę parametrów wartością zadaną?;Хотите заменить текущий список параметров заданным значением?
One option per line;One option per line;一行一个备选项;Jedna možnost na řádek;Eine Option pro Zeile;Une option par ligne;Uma opção por linha;1 行に 1 つのオプション;每行一個選項;Unha opción por liña;Jedna opcja w każdym wierszu;Один вариант в строке
Use vertical lines to separate descriptions;Use vertical lines to separate descriptions(value|description);用竖线隔开值和描述(值|描述);K oddělení popisů použijte svislé čáry (hodnota|popis);Verwenden Sie einen senkrechten Strich (Pipe), um Beschreibungen zu trennen (Wert|Beschreibung).;Utilisez des lignes verticales pour séparer les descriptions (valeur | description);Use linhas verticais para separar as descrições (valor|descrição);垂直線を使用して説明(値|説明)を区切ります。;使用垂直線分隔描述（值|描述）;Usa liñas verticais para separar as descricións (valor|descrición);Użyj linii pionowych, aby oddzielić opisy (wartość|opis);Используйте вертикальные линии для разделения описаний (значение|описание)
Automatically focus on the content when selecting a tab;Automatically focus on the content when selecting a tab;选择 tab 后自动聚焦内容;Při výběru karty se automaticky zaměří na obsah;Automatisch Focus auf den Inhalten setzten, wenn ein Tab ausgwählt wird;Se concentrer automatiquement sur le contenu lors de la sélection d'un onglet;Concentre-se automaticamente no conteúdo ao selecionar uma guia;タブを選択すると自動的にコンテンツにフォーカスします;選擇選項卡時自動對焦內容;Concéntrase automaticamente no contido ao seleccionar unha pestana;Automatycznie skupiaj uwagę na treści podczas wybierania karty;Автоматически фокусироваться на содержимом при выборе вкладки
Copy the port along with the address when copying;Copy the port along with the address when copying;复制地址时同时复制端口;Při kopírování zkopírujte port spolu s adresou;Beim Kopieren Adresse mit Port verwenden;Copiez le port avec l'adresse lors de la copie;Copie a porta junto com o endereço ao copiar;コピーするときはアドレスと一緒にポートもコピーします;複製的時候把連接埠和位址一起複製;Copia o porto xunto co enderezo ao copiar;Podczas kopiowania skopiuj port wraz z adresem;Копировать порт вместе с адресом при копировании
